,year,name,project_title,category,fair_country,fair_state,fair_province,awards,project_abstract_link,won_awards,num_awards
3046,2016,"Hayakawa, Yuki","A Study on Optimal Structure of ""Uchiwa"" Fan: Great Potential of Japanese Traditional Handheld Fan",,Japan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10736,False,0
3047,2016,"Badea-Armeanu, Razvan
                                        <br>
                                     Paraschiv, Paul
                                        <br>
                                     Petrisor, Andreea",Using Electronic Devices to Help Visually Impaired Peoples to Detect Obstacles: Carmen Sylva Your Eyes (CSYE),,Romania,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10737,False,0
3048,2016,"Ojoga, Miruna
                                        <br>
                                     Tudorache, Ana-Maria",Medical Rehabilitation: Sensors and Monitoring -Monitoring Devices,,Romania,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10738,False,0
3049,2016,"Andrei, Corbeanu",Elastomers and Applications,,Romania,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10739,False,0
3050,2016,"Dan, Butmalai",A Novel Method of Defusing Land Mines and Other Ordnance,,Republic of Moldova,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10740,False,0
3051,2016,"Solikov, Pavel
                                        <br>
                                     Vagner, Maksim",The Group Commutator Length in Terms of Group Ring,,Russian Federation,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10741,False,0
3052,2016,"Costin, Cristian
                                        <br>
                                     Yuan, Elena",Magnetic Bacteria: Experimental Study and Applications,,Romania,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10742,False,0
3053,2016,"Bhattacharjee, Smita",Comparative Analysis and Effects of Oscillatory and Steady Shear Stress on Bone Marrow Derived Mesenchymal Stem Cells (BMMSC),Translational Medical Science,United States of America,FL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10743,False,0
3054,2016,"Andronic, Tudor
                                        <br>
                                     Hantascu, Raul",Driving Assistant: Road System to Improve Driving Safety and Quality,,Romania,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10744,False,0
3055,2016,"Miller, Elizabeth",A New Form of Music Therapy for Alzheimer's and Dementia Patients,Biomedical and Health Sciences,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10745,False,0
3056,2016,"York, Lauren",Sensational Slime Aquatic Allies against Microbial Foes,Biochemistry,United States of America,OK,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10746,False,0
3057,2016,"Joserose, Charu",Plant Vaccination: Turmeric (Curcuma longa L.) Induced Self-Defense Priming in Chinese Cabbage (Brassica rapa L.),,American Samoa,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10747,False,0
3058,2016,"Zhong, Daniel",Determination of Efficacies of Somatic Muscle Cell Transcription Factors for Direct Reprogramming into Induced Muscle Stem Cells,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10748,False,0
3059,2016,"Jing, Serena","Inexpensive, Portable Glucose Monitor for Diabetics via a Crosslinked Sensing Fluid",,United States of America,MN,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10749,True,1
3060,2016,"Xia, Eileen",Mechanisms of How PI3K p110a Isoform Inhibits Antibody Class Switch through AID Expression,,United States of America,CO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10750,False,0
3061,2016,"Cruz-Sanchez, Margarita",“Let There Be Light!” rAAV Mediated Delivery of shRNA in a Canine Model of Autosomal-dominant Retinitis pigmentosa,Biomedical Engineering,United States of America,FL,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10751,True,1
3062,2016,"Macris, Griffin",Developing and Analyzing Strategies in a Two-Player Domino Tiling Game,,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10752,False,0
3063,2016,"Somawardana, Isuru","Utilizing Cardiac and Pulmonary Function with Piezoelectricity to Power a Cardiac Pacemaker, Year II",,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10753,False,0
3064,2016,"Somawardana, Ashara",Does Gotu Kola (Centella asiatica) or Moringa (Moringa oleifera) Have an Effect on ALS Flies?,,United States of America,TX,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10754,True,1
3065,2016,"Bhagwandin, Niko","Mimicking Robotic ""Smart"" Prosthetic Arm",,United States of America,WA,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10755,True,1
3066,2016,"Sebastian, Benjamin
                                        <br>
                                     Tang, Daniel",New Evidence for a Potential Citalopram Hydrobromide Mediated Mechanism Influencing the Suppression of Serotonergic Neurons during Brain Development,,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10756,False,0
3067,2016,"Botello, Christopher",A Novel Approach on Improving the On-Demand Cooling of Solar Panels Through the Use of an Automated Algorithmic Control System,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10757,False,0
3068,2016,"Law, Matthew",A Magnetite-Incorporated Hydroxyapatite-Based Electrochemical Sensor for Rapid Detection of Phenolic Content in Water,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10758,False,0
3069,2016,"Candelaria, Jose",H2O and Bacteria Make the Current Go,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10759,False,0
3070,2016,"Wang, Ran",A Novel Method of Fast Removal of Pollutants from Vehicle Emissions during Cold-start,Energy: Sustainable Materials and Design,China,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10760,False,0
3071,2016,"Lenkeit, Adrian
                                        <br>
                                     Schafers, Jan",Acoustic Microfluidics with Tiny Droplets,,Germany,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10761,False,0
3072,2016,"Foltin, Paul
                                        <br>
                                     Stoetzer, Myrijam",Eye-controlled Wheelchair: A Low-cost Open Source Hard- and Software System Allowing Independent Mobility for People with Severe Disabilties,,Germany,,,"['Sigma Xi, The Scientific Research Honor Society: Intel ISEF Best of Category Award of $5,000', 'Second Award of $2,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10762,True,2
3073,2016,"Cai, Weizhen
                                        <br>
                                     Yan, Ming",Electric Skateboard with Disk Brakes and Bluetooth Remote Control,,China,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10763,True,1
3074,2016,"Groff, Bryn",Is Solar Energy a Viable Option for the Future?,,United States of America,IA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10764,False,0
3075,2016,"Bilani, Said",The Effects of Conditioned Medium from Dental Stem Cells on Gene Expressions of Interleukin IL-1β Treated Chondrocytes,,United States of America,FL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10765,False,0
3076,2016,"Mamuad, Liza Mae",Analyzing the Resistance and Susceptibility of Corchorus olitorius Against Escherichia coli,,United States of America,HI,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10766,False,0
3077,2016,"Conant, Sophia
                                        <br>
                                     Klammer, Abby",How Does Caffeine Affect Heart Rate?,Behavioral and Social Sciences,United States of America,NE,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10767,False,0
3078,2016,"Todorov, Evgenii",Linear Response for Chaotic Maps of Small Regularity,,Russian Federation,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10768,False,0
3079,2016,"Fokin, Ivan
                                        <br>
                                     Plaksin, Daniil",Comparison of the Smoothness of an Outer Function and Its Modulus,,Russian Federation,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10769,False,0
3080,2016,"Moore, Aneah
                                        <br>
                                     Nicholson, Brianna
                                        <br>
                                     Norwood, Austin",Surveying Sickle Cell Allele Frequency,,United States of America,GA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10770,False,0
3081,2016,"Edupuganti, Vineet","Fabrication, Characterization, and Modeling of a Biodegradable Battery for Transient Electronics",,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10771,False,0
3082,2016,"Watson, Chandler",Deep Learning Action Recognition on Small Data: Transfer Learning the Stanford 40 Actions Dataset,,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10772,False,0
3083,2016,"Arnold, Janelle",The Effects of Consuming GMO vs. Organic Corn on Fruit Fly Health,Biochemistry,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10773,False,0
3084,2016,"Serrano, Jillian",The Effects of Forest Fires on Stream Invertebrates and Water Quality at Two Different Sites in New Mexico,Systems Software,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10774,False,0
3085,2016,"Singley, Merritt
                                        <br>
                                     Sweenie, Kamille",A Toast to Murphy's Law,,United States of America,CO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10775,False,0
3086,2016,"Jain, Avni",An Eco-friendly Approach for Removal of Toxic Pentavalent Arsenic from Oryza sativa (Rice),,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10776,False,0
3087,2016,"Brawner, Kinsey
                                        <br>
                                     Brawner, Kaylee",Solar Tracker Design and Analysis,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10777,False,0
3088,2016,"Kumar, Haran",Spatial Distance Heuristics for Multidimensional Graph-Based Pathfinding,,United States of America,MO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10778,False,0
3089,2016,"Joshi, Rucha",Determining Network Robustness Using Region Based Connectivity,,United States of America,TX,,"['National Security Agency Research Directorate : Third Award of $1,000', 'Oracle Academy: Award of $5,000 for outstanding project in the systems software category.', 'European Organization for Nuclear Research-CERN: Second Award of $1,500', 'Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10779,True,4
3090,2016,"Katzer, Austin
                                        <br>
                                     Smith, Jason",The Bee's Knees: The Effect of Secondary Metabolites in Place of Neonicotinoid Pesticides on Apis mellifera and Drosophila melanogaster,Biochemistry,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10780,False,0
3091,2016,"Hammers, Mikayla",Untangling the Mystery: The Link between Variations in the Oxytocin Receptor Gene and Trichotillomania,Biomedical Engineering,United States of America,AR,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10781,True,1
3092,2016,"Chu, Tsan-Mei
                                        <br>
                                     Luo, Anin",Inhibitory Effects of Omega-3 Fatty Acids-Based Fish Oil on Cholangiocarcinoma,,Chinese Taipei,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10783,True,1
3093,2016,"Rabadiya, Rupal
                                        <br>
                                     Yanamandra, Ramya",Detection of Salmonella enterica Dt104 and Vibrio cholera O134 using Polyclonal Antibodies Immobilized on Conducting Polyaniline Nanowires,,Kenya,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10784,False,0
3094,2016,"Huang, Yu-Ting
                                        <br>
                                     Lin, Jia-Lan",Misfolded alpha-synuclein: Assessment of Lactulose and Melibiose for Parkinson’s Disease,,Chinese Taipei,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10785,True,1
3095,2016,"Chen, Yu-Hung
                                        <br>
                                     Chen, Shih-Hao",Experimental Simulation of Cellular Convection with Miso Soup,,Chinese Taipei,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10786,True,1
3096,2016,"Song, Yiwei",A Feasible Solution to High Frequency Loss Based on Transposing Fundamental Frequency,,China,,,"['Acoustical Society of America: Second Award of $1,500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10787,True,1
3097,2016,"Li, Chentian",Ubiquitous Intelligent Platform (ONRUN Platform),,China,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10788,False,0
3098,2016,"Lou, Tianru",Automatic Pencil Sharpener,,China,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10789,False,0
3099,2016,"Shaw, Casey",Water Hazard: The Effect of Paracoccus Denitrificans-Based Remediation Techniques on the Levels of Nitrate and Oxygen in Freshwater Environments,,United States of America,CO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10790,False,0
3100,2016,"Lin, Muzi",A New Efficient Adsorption Device for Automobile Exhaust Particles,,China,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10791,False,0
3101,2016,"Shinde, Pushkar",Protein Interface Targeted Aptamers Screened Using Competitive Selection,,United States of America,OR,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10792,True,1
3102,2016,"Asemann, Patricia
                                        <br>
                                     Heinemann, Robin",Gravitational Influence on Planet Formation,,Germany,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10793,True,1
3103,2016,"Yagnamurthy, Arjun",Dehydroabietinal Signaling in Plant Defenses,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10794,False,0
3104,2016,"Krauchanka, Ulyana
                                        <br>
                                     Vlasavets, Nastassia",Anti-Fire-Blight Effect of Bacteriophage phiEa2809,,Belarus,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10795,False,0
3105,2016,"Konigl, Tim
                                        <br>
                                     Zisselsberger, Dennis",The Sparkler Rotor,,Germany,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10796,False,0
3106,2016,"Ylitalo, Maxwell","Energy Production from Waste Reduction, Phase III: Experimental Design Optimization of Surfactant Enhanced Waste Paper Hydrolysis",,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10797,False,0
3107,2016,"Guo, Jason",Characterization of Mesenchymal Stem Cells Derived from Mouse Embryonic Stem Cells,Translational Medical Science,United States of America,MS,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10798,False,0
3108,2016,"Lim, Tassica","Healthy Food Score (HFS): The Real World Applications, IV",Biomedical and Health Sciences,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10799,False,0
3109,2016,"Liu, Joyce",The Effect of Multiple Sequence Alignment Guide Tree Choice on the Topology of the Alignment-Based Phylogeny,,United States of America,MT,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10800,False,0
3110,2016,"Chen, Zhi",Device for Odor Removal in Drinking Water: Treatment of Organic Micro-Polluted Drinking Water with Electro-Oxidation Enhanced by Microporous Aeration,,China,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10801,False,0
3111,2016,"Yue, Joshua",Molecular Dynamics Simulations of the NF-kB Inducing Kinase in Disease Prevention: The Structure-Function Relationship of the NIK protein and Its Effect on Cancer,Energy: Sustainable Materials and Design,United States of America,TX,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10802,True,1
3112,2016,"Trevino, Analaura","Efficacy of Selected Biopesticides against the Sweet Potato Whitefly, Bermisia tabaci (Genadius) Biotype B on Tomato under Laboratory and Greenhouse Conditions",,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10803,False,0
3113,2016,"Modi, Simran",Novel Machine Learning Algorithms for Early Diagnosis of Melanoma,,United States of America,GA,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10804,True,1
3114,2016,"Nishimoto, Matthew",Fungicidal Properties of Pseudomonas aeruginosa,Translational Medical Science,United States of America,HI,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10805,False,0
3115,2016,"Alofa, Aitulagi",Microbial Fuel Cell: From Your Toilet to Your Outlet,,American Samoa,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10806,False,0
3116,2016,"Ismail, Samia",Terminating Cancer: Engineering the Taxol Biosynthesis Pathway in E. coli,,United States of America,AR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10807,False,0
3117,2016,"Selva, Kavita","From Nano Defects to Mega Power: Heavily-Zirconium-Doped Trapped Field (Gd,Y)BaCuO Superconductor Tapes for High Power Wind Turbine Generators",,United States of America,TX,,"['Patent and Trademark Office Society: First Award of $3,000', 'Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10808,True,2
3118,2016,"Malone, Monica",A Study of Microbial Communities from Till and No-Till Missouri Soils Using Genetic Fingerprinting,,United States of America,MO,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10809,True,1
3119,2016,"Bell, Noah",Concentrated Solar Thermal,,United States of America,AZ,,"['Arizona State University: For the project that applies computer science to further inquiry in a field other than computer science', 'Google CS Connect Award']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10810,True,2
3120,2016,"Massey, Krystal
                                        <br>
                                     Rawson, Rylee",Increasing the Efficacy of Plant-Based Treatments on Sclerotium cepivorum,,United States of America,NV,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10811,False,0
3121,2016,"Atzpodien, Sophie",Deriving an Analytical Algorithm for the Localization of Signal Sources in Orb Webs and Other Net Geometries: A Novel Mathematical Approach to Positioning Systems,,Germany,,,"['European Organization for Nuclear Research-CERN: Second Award of $1,500', 'Fourth Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10812,True,2
3122,2016,"Hwang, Alan",Developing an iOS App to Enable an Arduino Controlled 3D-Printed Hand,,United States of America,PA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10813,False,0
3123,2016,"Keating, Kaybree
                                        <br>
                                     Wells, Kaitlin","Washing Away Vital Elements of Our Environment:  A Bio-Assay Investigation with Daphnia, Comparing the Effect of Water Quality and Stream Pollution using ""Green Detergent"" vs. ""Conventional Detergent""",,United States of America,CO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10814,False,0
3124,2016,"Bracci, Nicholas",Bio-Engineered Concrete: A Sustainable Self-Healing Material,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10815,False,0
3125,2016,"Kim, Andrew",Turning the Red Planet Green: Study of Cyanobacteria/Algae Growth Kinetics Coupled with Hydroponics Applications for Terraforming and Settling on Mars,,United States of America,TX,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10816,True,1
3126,2016,"Du, Brian",Novel Inhibitors of Glucose Transporter 1 (GLUT1) for Cancer,Translational Medical Science,United States of America,TX,,"['American Committee for the Weizmann Institute of Science: First Award of $3,000', 'Second Award of $2,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10817,True,2
3127,2016,"Klasner, Ina",Creating &amp; Analyzing Models of Parathyroid Hormone Bone Turnover Networks,,United States of America,AK,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10818,False,0
3128,2016,"Payra, Syamantak",Brace Yourself: A Novel Electronically Aided Leg Orthosis,,United States of America,TX,,"['International Council on Systems Engineering - INCOSE: First Award of $1,000', 'International Council on Systems Engineering - INCOSE: First Award of $3,000', 'First Award of $5,000', 'Intel ISEF Best of Category Award of $5,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10819,True,4
3129,2016,"Ohbayashi, Shiho
                                        <br>
                                     Sugimoto, Hisana",Electrolysis Occurring at Unconnected Electrodes,Energy: Sustainable Materials and Design,Japan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10820,False,0
3130,2016,"Iwai, Kaede
                                        <br>
                                     Kim, Chonnae","“Marsilea” Leaf Opening Is Controlled by Cooperation of Two Blue Light Systems, Stomata Opening and Gene Expression",,Japan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10821,False,0
3131,2016,"Elliott, Steven","Use the Force, Lyapunov! A Novel Quadcopter Motor Controller Using Force Sensor Feedback",,United States of America,TX,,"['Second Award of $2,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10822,True,1
3132,2016,"Fieldhouse, Kit",Investigating Indecomposable Prime Matrices in the Special Linear Group and Applications in Information Theory,,United States of America,MT,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10823,False,0
3133,2016,"Kauffman, Molly",Effects of Toxins on Neurological Function and Structure: Their Role in Parkinson's Disease,,United States of America,MT,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10824,False,0
3134,2016,"Motornov, Vladimir","New Method for the Synthesis of 1,1-fluoronitroalkenes by Radical Substitution in Fluorobromostyrenes",Energy: Sustainable Materials and Design,Russian Federation,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10825,False,0
3135,2016,"Raja, Kanchana",A Novel Protocol for Protein Purification and a Conformational Study of Thermatoga maritima Rad50 Zn-hook via Heteronuclear Single Quantum Coherence Spectrometry,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10826,False,0
3136,2016,"Roche, Anna",Ginkgo Biloba Flavonoids Damage Lateral Line Hair Cells via Oxidative Stress Mechanisms,Translational Medical Science,United States of America,WA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10827,False,0
3137,2016,"Kusher, Ian
                                        <br>
                                     Srivastava, Devin",Blowing Smoke: Differential Effects on Oral Bacteria between Vaping and Cigarette Usage,,United States of America,SC,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10828,False,0
3138,2016,"Topp-Johnson, Emilia",Behind the Kernels III: An Evaluation of Fungal Endophytes of Maize and their Hypothesized Mitigation of Temperature Stress,,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10829,False,0
3139,2016,"Farmer, Nathaniel",Wearable Mask Fit Monitor,,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10830,False,0
3140,2016,"Varuso, Mason",How Does the Thermal Conductivity of Liquids Affect Heat Absorption in Photovoltaic Troughs?,,United States of America,LA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10831,False,0
3141,2016,"Meguro, Ai
                                        <br>
                                     Sasaki, Madoka",Structure and Function of the White Leaves of the Silvervine (Actinidia polygama),,Japan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10832,False,0
3142,2016,"Albers, Maximilian","Solar Heat Storage with Salt Hydrates Using Phase Change Effects: Materials, Analysis and Application",,Germany,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10833,False,0
3143,2016,"Apte, Mansi
                                        <br>
                                     Vekaria, Vishal",Acacia xanthophloea Characterization and Preservation Techniques of Sapwood (Plant Xylem) as a Low Cost Membrane Filtration Device for Arid and Semi-Arid Areas in Kenya,,Kenya,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10834,True,1
3144,2016,"Lichtenberg, Talia",Alzheimer's Disease Risk Model Using Survival Analysis: Identifying Key Modifiable Risk Factors to Be Implemented in Public Health Strategy,,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10835,False,0
3145,2016,"Shaastri, Darshan",GAZ-EL Tech: An Innovative Method to Reduce Glare from the Sun While Driving Using Gaze and Electrochromic Technology,,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10836,False,0
3146,2016,"Kim, Matthew",Ring Formation of 10199 Chariklo through the Accretion of a Debris Disk,,United States of America,GA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10837,False,0
3147,2016,"Ban, Jennifer",Vascular Endothelial Growth Factor (VEGF) Expression of Retinal Pigment Epithelium (RPE),,United States of America,UT,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10838,False,0
3148,2016,"Glaser, Michael",The Effect of Liquid Cooling on the Energy Efficiency of Solar Panels,,United States of America,LA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10839,False,0
3149,2016,"Wentzlaff, Claire",Change in Algae Growth Using Supplemental Carbon Dioxide,,United States of America,MN,,"['Arizona State University: For the project that applies computer science to further inquiry in a field other than computer science', 'Google CS Connect Award']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10840,True,2
3150,2016,"Martell, Orlando",Finding a Pure Mathematical Method for Galactic Classification,,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10841,False,0
3151,2016,"Moss, Camille","The Food Preference of the Invasive Giant Apple Snail, Pomacea maculata",Systems Software,United States of America,LA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10842,False,0
3152,2016,"Liu, Ethan",Diagnosis of Dementia with Deep Convolutional Neural Networks,,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10843,False,0
3153,2016,"Kessler, Sydney",How Does a Gravel Seafloor Versus a Sand Seafloor Effect the Wave Velocity of a Tsunami?,,United States of America,KY,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10844,False,0
3154,2016,"Williams, Libby",Continuous Production of Biodiesel through Reactive Distillation using Eggshell Catalysts,,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10845,False,0
3155,2016,"Beesam, Adhya
                                        <br>
                                     Beesam, Shriya",Linked Fuzzy Inference System: A Novel Approach to Schizophrenia Diagnosis,,United States of America,TX,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10846,True,1
3156,2016,"Hammack, Mitchell",Early Skin Cancer Detection Using Macroscopic Images and Convolutional Neural Networks,,United States of America,FL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10847,False,0
3157,2016,"Chin-Lopez, Andrea
                                        <br>
                                     Rodriguez, Arasely
                                        <br>
                                     Song, Jinpeng (Will)",Chitobiotics: Chitin vs. Chitosan Novel Pharmaceutical Water Filtration and Filter Development,,United States of America,NM,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10848,True,1
3158,2016,"Patel, Sapna","MeEmo: An Autism Destroying Avatar, Year Two",Biomedical and Health Sciences,United States of America,FL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10849,False,0
3159,2016,"Patel, Nikhil","CRANIOMETRIX: Developing Innovative Cognitive Tests to Diagnose Alzheimer's Early, Year Four",Biomedical and Health Sciences,United States of America,FL,,"['Patent and Trademark Office Society: First Award of $3,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10850,True,1
3160,2016,"Sheker, Wesley",Methanogenerate! A Methanogen-Methanotroph Carbon Recycler,,United States of America,PA,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10851,True,1
3161,2016,"Fritz, Caleb","Detecting Plagiarism, Phase II",,United States of America,AR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10852,False,0
3162,2016,"Hawley, Sophia",A Study of Biases in Perception,Systems Software,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10853,False,0
3163,2016,"Vyakaranam, Megha",A Super Soaker for Greenhouse Gas: The Design and Synthesis of a Novel Metal Organic Framework for Adsorption and Storage of Gases like CO2,,United States of America,TX,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=10854,True,1
